package,protocol,requested,resolved
"unpipe","npm","1.0.0","1.0.0"
"unplugin","npm","^1.3.1","1.10.1"
"untildify","npm","^4.0.0","4.0.0"
"update-browserslist-db","npm","^1.0.13","1.0.15"
"update-browserslist-db","npm","^1.1.0","1.1.0"
"upper-case","npm","^2.0.2","2.0.2"
"upper-case-first","npm","^2.0.2","2.0.2"
"uri-js","npm","^4.2.2","4.4.1"
"uri-js","npm","^4.4.1","4.4.1"
"uri-js-replace","npm","^1.0.1","1.0.1"
"url-parse","npm","^1.5.3","1.5.10"
"url-template","npm","^2.0.8","2.0.8"
"use-callback-ref","npm","^1.3.0","1.3.2"
"use-resize-observer","npm","^9.1.0","9.1.0"
"use-sidecar","npm","^1.1.2","1.1.2"
"use-sync-external-store","npm","^1.2.0","1.2.2"
"util","npm","^0.12.4","0.12.5"
"util","npm","^0.12.5","0.12.5"
"util-deprecate","npm","^1.0.1","1.0.2"
"util-deprecate","npm","^1.0.2","1.0.2"
"util-deprecate","npm","~1.0.1","1.0.2"
"utils-merge","npm","1.0.1","1.0.1"
"uuid","npm","^3.3.2","3.4.0"
"uuid","npm","^8.3.2","8.3.2"
"uuid","npm","^9.0.0","9.0.1"
"uuid","npm","^9.0.1","9.0.1"
"v8-compile-cache","npm","^2.0.3","2.4.0"
"v8-compile-cache-lib","npm","^3.0.1","3.0.1"
"v8-to-istanbul","npm","^9.0.1","9.2.0"
"v8-to-istanbul","npm","^9.1.0","9.2.0"
"validate-npm-package-license","npm","^3.0.1","3.0.4"
"validator","npm","^13.7.0","13.11.0"
"validator","npm","^13.9.0","13.12.0"
"value-or-promise","npm","^1.0.12","1.0.12"
"vary","npm","^1","1.1.2"
"vary","npm","~1.1.2","1.1.2"
"verdaccio","npm","^4.10.0","4.13.2"
"verdaccio-audit","npm","9.7.3","9.7.3"
"verdaccio-htpasswd","npm","9.7.2","9.7.2"
"verror","npm","1.10.0","1.10.0"
"vite","npm","^3.0.0 || ^4.0.0","4.5.3"
"vite","npm","^4.3.9","4.5.3"
"vite","npm","^5.0.0","5.4.9"
"vite","npm","^5.2.11","5.2.11"
"vite-node","npm","0.32.4","0.32.4"
"vite-node","npm","2.1.3","2.1.3"
"vite-node","npm","2.1.4","2.1.4"
"vite-plugin-inspect","npm","^0.8.7","0.8.7"
"vite-plugin-turbosnap","npm","^1.0.2","1.0.3"
"vitest","npm","^0.32.2","0.32.4"
"vitest","npm","^2.1.3","2.1.3"
"vitest","npm","^2.1.4","2.1.4"
"void-elements","npm","3.1.0","3.1.0"
"w3c-hr-time","npm","^1.0.1","1.0.2"
"w3c-xmlserializer","npm","^1.1.2","1.1.2"
"w3c-xmlserializer","npm","^4.0.0","4.0.0"
"wait-on","npm","^7.0.1","7.2.0"
"walker","npm","^1.0.8","1.0.8"
"wcwidth","npm","^1.0.1","1.0.1"
"web-streams-polyfill","npm","^3.0.3","3.3.3"
"webidl-conversions","npm","^3.0.0","3.0.1"
"webidl-conversions","npm","^4.0.2","4.0.2"
"webidl-conversions","npm","^7.0.0","7.0.0"
"webpack-sources","npm","^3.2.3","3.2.3"
"webpack-virtual-modules","npm","^0.6.1","0.6.1"
"whatwg-encoding","npm","^1.0.1","1.0.5"
"whatwg-encoding","npm","^1.0.5","1.0.5"
"whatwg-encoding","npm","^2.0.0","2.0.0"
"whatwg-mimetype","npm","^2.2.0","2.3.0"
"whatwg-mimetype","npm","^2.3.0","2.3.0"
"whatwg-mimetype","npm","^3.0.0","3.0.0"
"whatwg-url","npm","^12.0.0","12.0.1"
"whatwg-url","npm","^12.0.1","12.0.1"
"whatwg-url","npm","^5.0.0","5.0.0"
"whatwg-url","npm","^7.0.0","7.1.0"
"which","npm","^1.2.9","1.3.1"
"which","npm","^2.0.1","2.0.2"
"which","npm","^4.0.0","4.0.0"
"which-boxed-primitive","npm","^1.0.2","1.0.2"
"which-builtin-type","npm","^1.1.3","1.1.3"
"which-collection","npm","^1.0.1","1.0.2"
"which-module","npm","^2.0.0","2.0.1"
"which-pm","npm","2.0.0","2.0.0"
"which-typed-array","npm","^1.1.13","1.1.15"
"which-typed-array","npm","^1.1.14","1.1.15"
"which-typed-array","npm","^1.1.15","1.1.15"
"which-typed-array","npm","^1.1.2","1.1.15"
"which-typed-array","npm","^1.1.9","1.1.15"
"why-is-node-running","npm","^2.2.2","2.2.2"
"why-is-node-running","npm","^2.3.0","2.3.0"
"widest-line","npm","^3.1.0","3.1.0"
"winston","npm","^3.8.2","3.13.0"
"winston","npm","^3.9.0","3.14.2"
"winston-transport","npm","^4.7.0","4.7.0"
"word-wrap","npm","^1.2.5","1.2.5"
"word-wrap","npm","~1.2.3","1.2.5"
"wordwrap","npm","^1.0.0","1.0.0"
"wrap-ansi","npm","^6.0.1","6.2.0"
"wrap-ansi","npm","^6.2.0","6.2.0"
"wrap-ansi","npm","^7.0.0","7.0.0"
"wrap-ansi","npm","^8.1.0","8.1.0"
"wrap-ansi-cjs","npm","wrap-ansi@^7.0.0","7.0.0"
"wrappy","npm","1","1.0.2"
"write-file-atomic","npm","^3.0.0","3.0.3"
"write-file-atomic","npm","^3.0.3","3.0.3"
"write-file-atomic","npm","^4.0.2","4.0.2"
"ws","npm","^7.0.0","7.5.10"
"ws","npm","^7.4.2","7.5.9"
"ws","npm","^8.13.0","8.17.0"
"ws","npm","^8.2.3","8.17.0"
"xdg-basedir","npm","^4.0.0","4.0.0"
"xdg-basedir","npm","^5.0.1","5.1.0"
"xml-name-validator","npm","^3.0.0","3.0.0"
"xml-name-validator","npm","^4.0.0","4.0.0"
"xmlchars","npm","^2.1.1","2.2.0"
"xmlchars","npm","^2.2.0","2.2.0"
"xtend","npm","^4.0.0","4.0.2"
"xtend","npm","^4.0.2","4.0.2"
"xtend","npm","~4.0.0","4.0.2"
"xtend","npm","~4.0.1","4.0.2"
"y18n","npm","^4.0.0","4.0.3"
"y18n","npm","^5.0.5","5.0.8"
"yallist","npm","^2.1.2","2.1.2"
"yallist","npm","^3.0.2","3.1.1"
"yallist","npm","^4.0.0","4.0.0"
"yaml","npm","^1.10.0","1.10.2"
"yaml","npm","^1.10.2","1.10.2"
"yaml","npm","^2.2.1","2.4.2"
"yaml","npm","^2.3.4","2.4.2"
"yaml-ast-parser","npm","0.0.43","0.0.43"
"yargs","npm","^15.1.0","15.4.1"
"yargs","npm","^15.3.1","15.4.1"
"yargs","npm","^15.4.1","15.4.1"
"yargs","npm","^16.1.0","16.2.0"
"yargs","npm","^17.0.1","17.7.2"
"yargs","npm","^17.3.1","17.7.2"
"yargs","npm","^17.5.1","17.7.2"
"yargs","npm","^17.7.1","17.7.2"
"yargs","npm","^17.7.2","17.7.2"
"yargs","npm","17.0.1","17.0.1"
"yargs","npm","17.7.2","17.7.2"
"yargs-parser","npm","^18.1.2","18.1.3"
"yargs-parser","npm","^18.1.3","18.1.3"
"yargs-parser","npm","^20.2.2","20.2.9"
"yargs-parser","npm","^21.0.1","21.1.1"
"yargs-parser","npm","^21.1.1","21.1.1"
"yn","npm","3.1.1","3.1.1"
"yocto-queue","npm","^0.1.0","0.1.0"
"yocto-queue","npm","^1.0.0","1.0.0"
"yoctocolors-cjs","npm","^2.1.2","2.1.2"
"z-schema","npm","~5.0.2","5.0.5"
"zod","npm","^3.22","3.23.8"
"zod","npm","3.22.4","3.22.4"
